No,video name,video link,video description,video description(ENG),examplefilename,examplefile download link,classification,Key,O X,sample,dubbing,caption
343,ScheduleCalendar - selectable,https://youtu.be/YxHHnoGnweA,특정 날짜를 클릭하거나 여러 날짜를 드래깅하여 스케줄 정보를 입력. ,Allow end users to enter schedule information by clicking a date or dragging multiple dates. ,/ScheduleCalendar/selectable_ScheduleCalendar.xml,https://inswave.com/confluence/download/attachments/17110120/selectable_ScheduleCalendar.xml?version=1&modificationDate=1655854198346&api=v2,ScheduleCalendar,selectable_ScheduleCalendar,Sample O Dubbing O Caption O,O,O,O
344,WebSqsuare.util - multipleExcelDownload() & options.multipleSheet,https://youtu.be/pGqUHCFEVoo,여러 GridView를 하나의 Excel 시트로 다운로드.,Download multiple GridViews on a single Excel sheet.,/_WebSquare.util/multipleExcelDownload_multipleSheet_WebSquare_util/,https://inswave.com/confluence/download/attachments/17110104/multipleExcelDownload_multipleSheet_WebSquare_util.zip?version=1&modificationDate=1658123452000&api=v2,WebSquare.util,multipleExcelDownload_multipleSheet_WebSquare_util,Sample O Dubbing O Caption O,O,O,O
345,GridView - useHeaderContextMenu & contextMenu,https://youtu.be/Ggkkn42zZMU,헤더를 우클릭할 때 컨텍스트 메뉴를 표시. ,Display context menus on user’s right-clicking the GridView header. ,/GridView/_General/useHeaderContextMenu_contextMenu_GridView.xml,https://inswave.com/confluence/download/attachments/20121060/useHeaderContextMenu_contextMenu_GridView.xml?version=1&modificationDate=1658365873192&api=v2,GridView,useHeaderContextMenu_contextMenu_GridView,Sample O Dubbing O Caption O,O,O,O
346,GridView - oncontextopen,https://youtu.be/2sRK1QVpSZo,그리드뷰의 컨텍스트 메뉴가 표시될 때 발생.,Triggered upon context menus of the GridView being displayed. ,/GridView/Events/oncontextopen_GridView.xml,https://inswave.com/confluence/download/attachments/20712738/oncontextopen_GridView.xml?version=1&modificationDate=1658728446124&api=v2,GridView,oncontextopen_GridView,Sample O Dubbing O Caption O,O,O,O
347,Spinner - title,https://youtu.be/eTRv-LKnm4M,HTML <title> 태그 속성 값을 정의.,Define <title> value in HTML.  ,/Spinner/title_Spinner.xml,https://inswave.com/confluence/download/attachments/18450613/title_Spinner.xml?version=1&modificationDate=1658381156599&api=v2,Spinner,title_Spinner,Sample O Dubbing O Caption O,O,O,O
348,DataMap - onkeyset,https://youtu.be/Oa7-zFv_BxM,set() 함수를 사용하여 특정 key에 값을 설정할 때 발생.,Triggered upon a key value being set by set() function. ,/_DataCollection/onkeyset_DataMap.xml,https://inswave.com/confluence/download/attachments/17110086/onkeyset_DataMap.xml?version=1&modificationDate=1658382652274&api=v2,DataCollection,onkeyset_DataMap,Sample O Dubbing O Caption O,O,O,O
349,SelectBox - valueNotInList & emptyItem,https://youtu.be/muK8LuJO2rk,"setValue() 함수로 설정하는 값이 선택 항목 목록에 없는 경우, 처리 방법을 설정.",Decide how to handle a value set by setValue() but not in the selection item list. ,/SelectBox/valueNotInList_emptyItem_SelectBox.xml,https://inswave.com/confluence/download/attachments/17110092/valueNotInList_emptyItem_SelectBox.xml?version=1&modificationDate=1658387803891&api=v2,SelectBox,valueNotInList_emptyItem_SelectBox,Sample O Dubbing O Caption O,O,O,O
350,GridView - advancedExcelDownload() & options.xxxFontBold,https://youtu.be/wAa6iNN1O28,"header, body, subTotal, footer 텍스트에 font-weight: bold 스타일을 적용. ","Apply font-weight: bold style to header, body, subTotal, and footer text.",/GridView/Excel/advancedExcelDownload_xxxFontBold.xml,https://inswave.com/confluence/download/attachments/20121064/advancedExcelDownload_xxxFontBold.xml?version=1&modificationDate=1658466537009&api=v2,GridView,advancedExcelDownload_xxxFontBold,Sample O Dubbing O Caption O,O,O,O
351,GridView - setCellClass(),https://youtu.be/adJpaP0DK_4,특정 GridView 셀에 지정한 CSS 스타일을 적용. ,Apply defined CSS style to a certain cell in the GridView.,/GridView/_General/setCellClass_GridView.xml,https://inswave.com/confluence/download/attachments/20121060/setCellClass_GridView.xml?version=1&modificationDate=1658469738090&api=v2,GridView,setCellClass_GridView,Sample O Dubbing O Caption O,O,O,O
352,GridView - advancedExcelDownload() & options.useStyle,https://youtu.be/fC1l-5e1vhc,setCellClass() 함수로 적용한 CSS 스타일을 다운로드한 Excel 파일에서도 유지.,Keep CSS style applied by setCellClass() in the downloaded Excel.,/GridView/Excel/advancedExcelDownload_useStyle_GridView.xml,https://inswave.com/confluence/download/attachments/20121064/advancedExcelDownload_useStyle_GridView.xml?version=1&modificationDate=1658471134925&api=v2,GridView,advancedExcelDownload_useStyle_GridView,Sample O Dubbing O Caption O,O,O,O
353,LinkedDataList - Create,https://youtu.be/rpn_YyAgUeg,WebSquare5 Studio 에서 LinkedDataList 생성하기.,Create a LinkedDataList on WebSquare5 Studio. ,/_DataCollection/create_LinkedDataList.xml,https://inswave.com/confluence/download/attachments/17110086/create_LinkedDataList.xml?version=1&modificationDate=1652770671090&api=v2,DataCollection,create_LinkedDataList,Sample O Dubbing O Caption O,O,O,O
354,LinkedDataList - Recommended Use,https://youtu.be/rY_cNEi3exY,LinkedDataList의 권장 사용법.,Recommended uses of the LinkedDataList.,/_DataCollection/recommended_use_LinkedDataList.xml,https://inswave.com/confluence/download/attachments/17110086/recommended_use_LinkedDataList.xml?version=1&modificationDate=1652768047608&api=v2,DataCollection,recommended_use_LinkedDataList,Sample O Dubbing O Caption O,O,O,O
355,WindowContainer - changeActiveWindow,https://youtu.be/Qcdc1Xg2Gx8,"네임레이어의 스크롤 버튼을 클릭하여, 윈도우를 선택하고 활성화. 
",Select and open windows by clicking scroll buttons on the name layer. ,/WindowContainer/changeActiveWindow_WindowContainer.xml,https://inswave.com/confluence/download/attachments/17110084/changeActiveWindow_WindowContainer.xml?version=1&modificationDate=1660611671749&api=v2,WindowContainer,changeActiveWindow_WindowContainer,Sample O Dubbing O Caption O,O,O,O
356,MultiSelect - onrowclick,https://youtu.be/u7Ec_e0rooE,선택 목록의 항목을 선택할 때 발생.,Triggered upon an item on the selection list being clicked. ,/MultiSelect/onrowclick_MultiSelect.xml,https://inswave.com/confluence/download/attachments/17110140/onrowclick_MultiSelect.xml?version=1&modificationDate=1660611817888&api=v2,MultiSelect,onrowclick_MultiSelect,Sample O Dubbing O Caption O,O,O,O
357,AutoComplete - showChooseOption() & changeChooseOption(),https://youtu.be/Hz_tUrOeOsY,"chooseOptionLabel 속성으로 정의한 값을 선택 목록에 표시하기, 숨기기, 변경하기. ","Show, hide, or change the chooseOptionLabel on the selection list. ",/AutoComplete/showChooseOption_changeChooseOption_AutoComplete.xml,https://inswave.com/confluence/download/attachments/17110094/showChooseOption_changeChooseOption_AutoComplete.xml?version=1&modificationDate=1661133431321&api=v2,AutoComplete,showChooseOption_changeChooseOption_AutoComplete,Sample O Dubbing O Caption O,O,O,O
358,AutoComplete - displayModeSync,https://youtu.be/T8EQL5WLlT8,편집 모드에서도 displayMode 속성 설정값에 따라 value 및/혹은 label 값을 표시.,Display value and label as defined by the displayMode property setting in the editing mode. ,/AutoComplete/displayModeSync_AutoComplete.xml,https://inswave.com/confluence/download/attachments/17110094/displayModeSync_AutoComplete.xml?version=1&modificationDate=1661129701396&api=v2,AutoComplete,displayModeSync_AutoComplete,Sample O Dubbing O Caption O,O,O,O
359,ScheduleCalendar - addSchedule(),https://youtu.be/HiwlzUYeX7Y,스케줄 추가. ,Add a schedule. ,/ScheduleCalendar/addSchedule_ScheduleCalendar.xml,https://inswave.com/confluence/download/attachments/17110120/addSchedule_ScheduleCalendar.xml?version=1&modificationDate=1655853590693&api=v2,ScheduleCalendar,addSchedule_ScheduleCalendar,Sample O Dubbing O Caption O,O,O,O
360,ScheduleCalendar - dataList & titleColumn & idColumn & startColumn & endColumn,https://youtu.be/ebbi0EHywYE,"DataList를 생성 후, 해당 DataList를 ScheduleCalendar와 바인딩하여 스케줄 데이터를 추가.","Create a DataList and bind the DataList with the ScheduleCalendar. 
",/ScheduleCalendar/dataList_titleColumn_idColumn_startColumn_endColumn_ScheduleCalendar.xml,https://inswave.com/confluence/download/attachments/17110120/dataList_titleColumn_idColumn_startColumn_endColumn_ScheduleCalendar.xml?version=1&modificationDate=1655776655132&api=v2,ScheduleCalendar,dataList_titleColumn_idColumn_startColumn_endColumn_ScheduleCalendar,Sample O Dubbing O Caption O,O,O,O
361,GridView - noSelect,https://youtu.be/h9GJfv6sopE,마우스 드래깅을 통한 셀 텍스트 선택 방지.,Disable cell text selection through mouse dragging. ,/GridView/_General/noSelect_GridView/,https://inswave.com/confluence/download/attachments/20121060/noSelect_GridView.zip?version=1&modificationDate=1655776271335&api=v2,GridView,noSelect_GridView,Sample O Dubbing O Caption O,O,O,O
362,ScheduleCalendar - onaddschedule & onmoveschedule,https://youtu.be/IGgpOcse1gY,스케줄을 추가하거나 이동할 때 발생.,Triggered upon a schedule being added or moved. ,/ScheduleCalendar/onaddschedule_onmoveschedule_ScheduleCalendar.xml,https://inswave.com/confluence/download/attachments/17110120/onaddschedule_onmoveschedule_ScheduleCalendar.xml?version=1&modificationDate=1655710343922&api=v2,ScheduleCalendar,onaddschedule_onmoveschedule_ScheduleCalendar,Sample O Dubbing O Caption O,O,O,O
363,GridView - hideSortIconOnNoData,https://youtu.be/Ww-uwKEmwBg,"GridView에 데이터가 없을 경우, 헤더에 표시되는 정렬 버튼을 숨김.","Hide the sorting image from the header in case there is no data bound with the GridView. 
",/GridView/Sorting/hideSortIconOnNoData_GridView.xml,https://inswave.com/confluence/download/attachments/20121070/hideSortIconOnNoData_GridView.xml?version=1&modificationDate=1662440929357&api=v2,GridView,hideSortIconOnNoData_GridView,Sample O Dubbing O Caption O,O,O,O
364,GridView - hideFilterIconOnNoData,https://youtu.be/W8AuO1d5E_o,"GridView에 데이터가 없을 경우, 헤더에 표시되는 필터링 버튼을 숨김.",Hide the filter image from the header in case there is no data bound with the GridView. ,/GridView/Filtering/hideFilterIconOnNoData_GridView.xml, https://inswave.com/confluence/download/attachments/20125188/hideFilterIconOnNoData_GridView.xml?version=1&modificationDate=1662441104676&api=v2,GridView,hideFilterIconOnNoData_GridView,Sample O Dubbing O Caption O,O,O,O
365,GridView - ctrlShiftKey,https://youtu.be/r84IR-bECaI,"Ctrl 키와 Shift 키를 함께 사용할 때, 제일 마지막에 선택된 행을 기준으로 useShiftKey=""true"" 속성 설정을 적용.
","Apply useShiftKey=""true"" from the last selected row in case both Shift and Ctrl keys are in use. ",/GridView/_General/ctrlShiftKey_GridView.xml,https://inswave.com/confluence/download/attachments/20121060/ctrlShiftKey_GridView.xml?version=1&modificationDate=1662441265660&api=v2,GridView,ctrlShiftKey_GridView,Sample O Dubbing O Caption O,O,O,O
366,Trigger - tooltipShowPositionX & tooltipShowPositionY,https://youtu.be/7qlRlBlOwko,툴팁 텍스트를 표시할 위치를 지정. ,Define the position to display the tooltip text. ,/Trigger/tooltipShowPositionX_tooltipShowPositionY_Trigger.xml,https://inswave.com/confluence/download/attachments/20717250/tooltipShowPositionX_tooltipShowPositionY_Trigger.xml?version=1&modificationDate=1662441382661&api=v2,Trigger,tooltipShowPositionX_tooltipShowPositionY_Trigger,Sample O Dubbing O Caption O,O,O,O
367,GridView - ondateselect & onmonthselect & onyearselect,https://youtu.be/-2yFh9y4rcQ,"inputType=""calendar""일 때 달력에서 날짜, 연도, 월 선택 시 발생. ","Triggered upon the end user's selecting date, month, or year on the calendar in the inputType=""calendar"" column. ",/GridView/Events/ondateselect_onmonthselect_onyearselect_GridView.xml,https://inswave.com/confluence/download/attachments/20712738/ondateselect_onmonthselect_onyearselect_GridView.xml?version=1&modificationDate=1655709738117&api=v2,GridView,ondateselect_onmonthselect_onyearselect_GridView,Sample O Dubbing O Caption O,O,O,O
368,InputCalendar - showToday,https://youtu.be/PBOW9xKzEpM,클릭할 경우 현재 날짜를 선택해주는 Today 버튼을 숨기거나 표시. ,Show or hide the Today button clicking which will select the present date. ,/InputCalendar/showToday_InputCalendar.xml,https://inswave.com/confluence/download/attachments/17110100/showToday_InputCalendar.xml?version=1&modificationDate=1655710043164&api=v2,InputCalendar,showToday_InputCalendar,Sample O Dubbing O Caption O,O,O,O
369,UDC - create (SP5),https://youtu.be/-94hPYMv8bc,사용자 정의 컴포넌트 (UDC) 생성. (SP5),Create User-defined Components (UDC) and use them in pages. (SP5),/_UDC/create_UDC_SP5/,https://inswave.com/confluence/download/attachments/19075491/create_UDC_SP5.zip?version=1&modificationDate=1663314566443&api=v2,_UDC,create_UDC_SP5,Sample O Dubbing O Caption O,O,O,O
370,$p - dynamicCreate() & UDC (SP5),https://youtu.be/SpqJO02AA0M,동적으로 사용자 정의 컴포넌트(UDC)를 생성.,Dynamically add User Defined Component (UDC). ,/$p/_General/dynamicCreate_$p_UDC/,https://inswave.com/confluence/download/attachments/20120929/dynamicCreate_%24p_UDC.zip?version=1&modificationDate=1663548551956&api=v2,$p,dynamicCreate_$p_UDC,Sample O Dubbing O Caption O,O,O,O
371,Generator - insertChild() & UDC,https://youtu.be/Le8l7iXXt0I,Generator를 통해 사용자 정의 컴포넌트(UDC)를 생성.,Generate User Defined Component (UDC). ,/Generator/insertChild()_Generator_UDC/,https://inswave.com/confluence/download/attachments/20717670/insertChild%28%29_Generator_UDC.zip?version=1&modificationDate=1663549943000&api=v2,Generator,insertChild_Generator_UDC,Sample O Dubbing O Caption O,O,O,O
372,UDC - proprty (SP5),https://youtu.be/w5hxnHSKVlk,UDC의 속성을 구현하고 실제 사용하기. (SP5),Implement properties of the UDC and use them in other pages containing the UDC. (SP5),/_UDC/property_UDC_SP5/,https://inswave.com/confluence/download/attachments/19075491/property_UDC_SP5.zip?version=1&modificationDate=1663649663664&api=v2,_UDC,property_UDC_SP5,Sample O Dubbing O Caption O,O,O,O
373,UDC - method (SP5),https://youtu.be/NCLFfdTf-2c,UDC의 함수를 구현하고 실제 사용하기. (SP5),Implement methods of the UDC and use them in other pages containing the UDC. (SP5),/_UDC/method_UDC_SP5/,https://inswave.com/confluence/download/attachments/19075491/method_UDC_SP5.zip?version=1&modificationDate=1663656754743&api=v2,_UDC,method_UDC_SP5,Sample O Dubbing O Caption O,O,O,O
374,UDC - event (SP5),https://youtu.be/8dowsojQFXU,UDC의 이벤트를 구현하고 실제 사용하기. (SP5),Implement events of the UDC and use them in other pages containing the UDC. (SP5),/_UDC/event_UDC_SP5/,https://inswave.com/confluence/download/attachments/19075491/event_UDC_SP5.zip?version=1&modificationDate=1663658244913&api=v2,_UDC,event_UDC_SP5,Sample O Dubbing O Caption O,O,O,O
375,GridView - setVisibleRowNum(),https://youtu.be/gobAwLOYX1I,화면에 표시할 행 수를 설정하는 visibleRowNum 속성 값을 동적으로 설정.,Dynamically sets visibleRowNum property that defines the number of the rows to show on the GridView.,/GridView/_General/setVisibleRowNum_GridView.xml,https://inswave.com/confluence/download/attachments/20121060/setVisibleRowNum_GridView.xml?version=1&modificationDate=1664498622867&api=v2,GridView,setVisibleRowNum_GridView,Sample O Dubbing O Caption O,O,O,O
376,Upload - clickOpenFileDialog,https://youtu.be/D3PiExLa9X4,파일 입력 부분을 클릭해서 파일 탐색기를 열기. ,Open the file explorer by clicking the input field.,/Upload/clickOpenFileDialog_Upload.xml,https://inswave.com/confluence/download/attachments/20718169/clickOpenFileDialog_Upload.xml?version=1&modificationDate=1664499292149&api=v2,Upload,clickOpenFileDialog_Upload,Sample O Dubbing O Caption O,O,O,O
377,Upload - openFileDialog(),https://youtu.be/Hqf9A7mc2JQ,파일 탐색기 열기. ,Open the file explorer.,/Upload/openFileDialog_Upload.xml,https://inswave.com/confluence/download/attachments/20718169/openFileDialog_Upload.xml?version=1&modificationDate=1664499931725&api=v2,Upload,openFileDialog_Upload,Sample O Dubbing O Caption O,O,O,O
378,$p - dynamicCreate(),https://youtu.be/mLJnDEBfavc,동적으로 웹스퀘어 컴포넌트를 생성. ,Dynamically create WebSquare5 components. ,/$p/_General/dynamicCreate_$p.xml,https://inswave.com/confluence/download/attachments/20120929/dynamicCreate_%24p.xml?version=1&modificationDate=1648704148685&api=v2,$p,dynamicCreate_$p,Sample O Dubbing O Caption O,O,O,O
379,GridView - advancedExcelUpload() & options.sheetName,https://youtu.be/8rBgo85KGMY,Excel 파일의 특정 시트만 GridView로 업로드. ,Upload only the specified sheet in the Excel file to GridView. ,/GridView/Excel/advancedExcelUpload_sheetName_GridView/,https://inswave.com/confluence/download/attachments/20121064/advancedExcelUpload_sheetName_GridView.zip?version=1&modificationDate=1655705194814&api=v2,GridView,advancedExcelUpload_sheetName_GridView,Sample O Dubbing O Caption O,O,O,O
380,config.xml - console & errorConsole,https://youtu.be/uf6voVjDnRo,"정상 로그와 오류 로그를 모두 출력하거나, 오류 로그만 출력. ",Set log types to view on the Console window of the DevTool. ,,해당 없음.,_config_xml,console_errorConsole_config_xml,Sample O Dubbing O Caption O,O,O,O
381,config.xml - escape,https://youtu.be/OFpNaqnQBqg,HTML 특수문자를 출력하기 위한 escape 옵션 설정 및 기본 값 변경. ,HTML escape characters same as other characters. ,,해당 없음.,_config_xml,escape_config_xml,Sample O Dubbing O Caption O,O,O,O
382,GridView - advancedExcelDownload() & options.useStyle & options.headerFontBold,https://youtu.be/SksWosghgOc,"헤더를 굵게 표시하여 Excel 파일로 다운로드. 
",Download GridView as an Excel file with the header being bold. ,/GridView/Excel/advancedExcelDownload_useStyle_headerFontBold_GridView.xml,https://inswave.com/confluence/download/attachments/20121064/advancedExcelDownload_useStyle_headerFontBold_GridView.xml?version=1&modificationDate=1655703915412&api=v2,GridView,advancedExcelDownload_useStyle_headerFontBold_GridView,Sample O Dubbing O Caption O,O,O,O
383,Accordion - independentPanel,https://youtu.be/KHSd1h2JA6s,"한 패널을 연 후에 다른 패널을 열 경우, 처음 연 패널(들)을 열린 채로 유지.","Keep the currently opened panels remain open upon a new panel being opened. 
",/Accordion/independentPanel_Accordion.xml,https://inswave.com/confluence/download/attachments/19080644/independentPanel_Accordion.xml?version=1&modificationDate=1666162963622&api=v2,Accordion,independentPanel_Accordion,Sample O Dubbing O Caption O,O,O,O
384,GridView - setCellDisabled(),https://youtu.be/_CkuXLhoAnE,필터에 의해 숨겨진 셀을 포함한 특정 셀을 비활성화.,Disables a specific cell including those hidden by filtering. ,/GridView/_General/setCellDisabled_GridView.xml,https://inswave.com/confluence/download/attachments/20121060/setCellDisabled_GridView.xml?version=1&modificationDate=1666243016302&api=v2,GridView,setCellDisabled_GridView,Sample O Dubbing O Caption O,O,O,O
385,GridView - setCellBackgroundColor(),https://youtu.be/qH62eyFsngM,필터에 의해 숨겨진 셀을 포함한 특정 셀의 배경색을 설정.,Set the background color of a specific cell including those hidden by filtering. ,/GridView/_General/setCellBackgroundColor_GridView.xml,https://inswave.com/confluence/download/attachments/20121060/setCellBackgroundColor_GridView.xml?version=1&modificationDate=1666242947117&api=v2,GridView,setCellBackgroundColor_GridView,Sample O Dubbing O Caption O,O,O,O
386,GridView - setRowBackgroundColor(),https://youtu.be/h4a3nwF5VpE,필터에 의해 숨겨진 행을 포함한 특정 행의 배경색을 설정.,Set the background color of a specific row including those hidden by filtering. ,/GridView/_General/setRowBackgroundColor_GridView.xml,https://inswave.com/confluence/download/attachments/20121060/setRowBackgroundColor_GridView.xml?version=1&modificationDate=1666243136599&api=v2,GridView,setRowBackgroundColor_GridView,Sample O Dubbing O Caption O,O,O,O
387,"gridView.column - inputType=""checkbox""",https://youtu.be/UF44Y8TMKOs,"행 선택용 inputType=""checkbox"" 컬럼을 추가한 후, 체크박스로 선택한 행을 삭제(delete/remove). ",Add a column to check the rows and delete or remove the checked rows. ,/GridView/inputType/inputType_checkbox_gridView_column/,https://inswave.com/confluence/download/attachments/20121068/inputType_checkbox_gridView_column.zip?version=1&modificationDate=1655683361868&api=v2,GridView,inputType_checkbox_gridView_column,Sample O Dubbing O Caption O,O,O,O
388,InputBox - Masking,https://youtu.be/BB5eDivmrw4,숫자 및 알파벳을 마스킹하는 방법 및 마스킹 방향 설정 방법 설명.,"Mask both numeric and alphabetic characters, and set the masking direction.",/InputBox/masking_InputBox.xml,https://inswave.com/confluence/download/attachments/17110098/masking_InputBox.xml?version=1&modificationDate=1655700436154&api=v2,InputBox,masking_InputBox,Sample O Dubbing O Caption O,O,O,O
389,"GridView - Load, Add, Remove, Delete, Initilize & View",https://youtu.be/2JVHeNzkFZ8,"데이터 로딩, 추가, 제거, 삭제, 초기화, 반환.","Load, add, remove, delete, initialize, and view the data of the GridView.
",/GridView/_General/load_add_remove_delete_initilize_view_GridView/,https://inswave.com/confluence/download/attachments/20121060/load_add_remove_delete_initilize_view_GridView.zip?version=1&modificationDate=1655701143092&api=v2,GridView,load_add_remove_delete_initilize_view_GridView,Sample O Dubbing O Caption O,O,O,O
390,"gridView.column - inputType=""expression"" & footer",https://youtu.be/tqulgI92fOU,"푸터 행을 추가한 후 합계, 최소값, 최대값, 평균 등의 값을 표시. ","Add a footer to the GridView and display data (sum, min, max, or average) in the footer. ",GridView/footer/inputType_expression_footer_gridView_column/,https://inswave.com/confluence/download/attachments/20121068/inputType_expression_footer_gridView_column.zip?version=1&modificationDate=1663226801342&api=v2,GridView,inputType_expression_footer_gridView_column,Sample O Dubbing O Caption O,O,O,O
391,Pivot - allTotalName & grandTotalName,https://youtu.be/kyAnzuh-0fc,총 합계의 라벨 값을 지정 – (1) 행의 합계 & (2) 열의 합계. ,Define labels of total values on – (1) a column & (2) a row. ,/Pivot/allTotalName_grandTotalName_Pivot.xml,https://inswave.com/confluence/download/attachments/17110088/allTotalName_grandTotalName_Pivot.xml?version=1&modificationDate=1655448672779&api=v2,Pivot,allTotalName_grandTotalName_Pivot,Sample O Dubbing O Caption O,O,O,O
392,Pivot - pivotExcelDownload(),https://youtu.be/2vzPY0QLCok,Pivot을 Excel 파일로 다운로드. ,Download the pivot as an Excel file. ,/Pivot/pivotExcelDownload_Pivot.xml,https://inswave.com/confluence/download/attachments/17110088/pivotExcelDownload_Pivot.xml?version=1&modificationDate=1655449129397&api=v2,Pivot,pivotExcelDownload_Pivot,Sample O Dubbing O Caption O,O,O,O
393,Pivot - pivotExcelUpload(),https://youtu.be/Vxrj5-Wmzjk,Excel 파일을 Pivot으로 업로드. ,Upload an Excel file to the Pivot component. ,/Pivot/pivotExcelUpload_Pivot/,https://inswave.com/confluence/download/attachments/17110088/pivotExcelUpload_Pivot.zip?version=1&modificationDate=1655450667684&api=v2,Pivot,pivotExcelUpload_Pivot,Sample O Dubbing O Caption O,O,O,O
394,GridView - advancedExcelDownload(),https://youtu.be/to3ecuDoh0o,GridView를 Excel 파일로 다운로드. ,Download the GridView into an Excel file. ,/GridView/Excel/advancedExcelDownload_GridView/,https://inswave.com/confluence/download/attachments/20121064/advancedExcelDownload_GridView.zip?version=1&modificationDate=1655451024838&api=v2,GridView,advancedExcelDownload_GridView,Sample O Dubbing O Caption O,O,O,O
395,GridView - subTotal,https://youtu.be/WsJdYLy8lcU,SuboTotal 행(들)을 GridView에 추가. ,Add subToal row(s) to the GridView. ,GridView/subTotal/subtotal_GridView.xml,https://inswave.com/confluence/download/attachments/20718139/subtotal_GridView.xml?version=1&modificationDate=1669184341000&api=v2,GridView,subTotal_GridView,Sample O Dubbing O Caption O,O,O,O
396,GridView - footer,https://youtu.be/Cs-DeBICs6s,Footer 행을 GridView에 추가. ,"Add a footer to the GridView. 
",/GridView/footer/footer_GridView.xml,https://inswave.com/confluence/download/attachments/20718141/footer_GridView.xml?version=1&modificationDate=1669186220733&api=v2,GridView,footer_GridView,Sample O Dubbing O Caption O,O,O,O
397,GridView - getFooterData(),https://youtu.be/u1TYaMl_enY,지정한 Footer 컬럼의 값을 반환. ,Gets the value of the specified footer column. ,/GridView/footer/getFooterData_GridView.xml,https://inswave.com/confluence/download/attachments/20718141/getFooterData_GridView.xml?version=1&modificationDate=1669188056468&api=v2,GridView,getFooterData_GridView,Sample O Dubbing O Caption O,O,O,O
398,GridView - setSubtotalVisible(),https://youtu.be/U-IW9JUdi5M,subtotal 행들을 표시하거나 숨기기. ,Show or hide subtotal rows.,/GridView/subTotal/setSubtotalVisible_GridView.xml,https://inswave.com/confluence/download/attachments/20121060/setSubtotalVisible_GridView.xml?version=1&modificationDate=1654845697747&api=v2,GridView,setSubtotalVisible_GridView,Sample O Dubbing O Caption O,O,O,O
399,Pivot - showGrandTotal & grandTotalDisplayType,https://youtu.be/_Y7BYZg4fUg,"총 합계 표시 위치 설정 – (1) 우측, (2) 하단, (3) 우측 & 하단. ","Show grand total – (1) on the right, (2) at the bottom, or (3) both. ",/Pivot/showGrandTotal_grandTotalDisplayType_Pivot.xml,https://inswave.com/confluence/download/attachments/17110088/showGrandTotal_grandTotalDisplayType_Pivot.xml?version=1&modificationDate=1655448300296&api=v2,Pivot,showGrandTotal_grandTotalDisplayType_Pivot,Sample O Dubbing O Caption O,O,O,O
400,Generator - insertChild(),https://youtu.be/8xNf3eVmV84,WebSquare5 컴포넌트(들)을 동적으로 생성. ,Dynamically add WebSquare5 components. ,/Generator/insertChild_Generator.xml,https://inswave.com/confluence/download/attachments/20717670/insertChild_Generator.xml?version=1&modificationDate=1670222711224&api=v2,Generator,insertChild_Generator,Sample O Dubbing O Caption O,O,O,O
401,WindowContainer - setFocus(),https://youtu.be/Q7pDyJzoClY,인덱스나 ID로 윈도우를 지정하여 해당 윈도우에 포커스 주기. ,Focus the window specified by windowIndex or windowId. ,/WindowContainer/setFocus_WindowContainer.xml,https://inswave.com/confluence/download/attachments/17110084/setFocus_WindowContainer.xml?version=1&modificationDate=1670287189984&api=v2,WindowContainer,setFocus_WindowContainer,Sample O Dubbing O Caption O,O,O,O
402,$p - getPopupWindow(),https://youtu.be/HWMIfBt6MOw,주어진 ID에 해당하는 팝업 윈도우를 오브젝트로 반환하고 해당 팝업에 접근. ,Get the popup window of the specified ID as an object and access the popup. ,/$p/PopUp/getPopupWindow_$p/,https://inswave.com/confluence/download/attachments/17110122/getPopupWindow_%24p.zip?version=1&modificationDate=1655446662174&api=v2,$p,getPopupWindow_$p,Sample O Dubbing O Caption O,O,O,O
403,$p - getPopupWindowList(),https://youtu.be/T6Jz2O14CKo,현재 열려 있는 팝업 윈도우 목록을 반환하고 각 팝업에 접근. ,Get the list of the currently open popup windows and access each of the popups.,/$p/PopUp/getPopupWindowList_$p/,https://inswave.com/confluence/download/attachments/17110122/getPopupWindowList_%24p.zip?version=1&modificationDate=1655447704904&api=v2,$p,getPopupWindowList_$p,Sample O Dubbing O Caption O,O,O,O
404,Pivot - showGrandTotal,https://youtu.be/hsqXcU-qWNY,총 합계를 표시하거나 숨기기. ,Show or hide the grand total.  ,/Pivot/showGrandTotal_Pivot.xml,https://inswave.com/confluence/download/attachments/17110088/showGrandTotal_Pivot.xml?version=1&modificationDate=1655448010403&api=v2,Pivot,showGrandTotal_Pivot,Sample O Dubbing O Caption O,O,O,O
405,GridView - setDataType() & getDataType(),https://youtu.be/5jcVHiTcUuQ,GridView 컬럼의 dataType 속성을 확인하거나 변경. ,Get or set the dataType of a GridView column. ,/GridView/_General/setDataType_getDataType_GridView.xml,https://inswave.com/confluence/download/attachments/20121060/setDataType_getDataType_GridView.xml?version=1&modificationDate=1655446118721&api=v2,GridView,setDataType_getDataType_GridView,Sample O Dubbing O Caption O,O,O,O
406,dataList.column - importFormatter,https://youtu.be/0rb9R-itwAQ,DataList 컬럼의 데이터를  함수를 통해 변경. ,Change the data in a DataList column using a function. ,/_DataCollection/importFormatter_dataList_column.xml,https://inswave.com/confluence/download/attachments/17110086/importFormatter_dataList_column.xml?version=1&modificationDate=1655357116890&api=v2,DataCollection,importFormatter_dataList_column,Sample O Dubbing O Caption O,O,O,O
