"idx","topic_title","topic_content","topic_reply_main","topic_reply_re"
72,LinkedDataList Filter Condition 설정1,"<< 개요 >>

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )

####acStoreList####
<w2:dataList baseNode=""list"" repeatNode=""map"" id=""acStoreList"" saveRemovedData=""true"">
                    <w2:columnInfo>
                        <w2:column id=""chk"" name=""전체선택"" dataType=""text"" ignoreStatus=""true""></w2:column>
                        <w2:column id=""itemNm"" name=""물품명"" dataType=""text""></w2:column>
                        <w2:column id=""spec"" name=""규격명"" dataType=""text""></w2:column>
                        <w2:column id=""mngtResprNm"" name=""관리담당자"" dataType=""text""></w2:column>
                        <w2:column id=""btnUserView"" name=""조회"" dataType=""text""></w2:column>
                        <w2:column id=""itemLrgClsfCd"" name=""대분류"" dataType=""text""></w2:column>
                        <w2:column id=""itemClsfCd"" name=""중분류"" dataType=""text""></w2:column>
                        <w2:column id=""setupBldCd"" name=""설치건물"" dataType=""text""></w2:column>
                        <w2:column id=""setupFloorCd"" name=""설치층"" dataType=""text""></w2:column>
                        <w2:column id=""setupRoomCd"" name=""설치호실"" dataType=""text""></w2:column>
                        <w2:column id=""makeCountryCd"" name=""제작국가"" dataType=""text""></w2:column>
                        <w2:column id=""makeCoNm"" name=""제작회사"" dataType=""text""></w2:column>
                        <w2:column id=""infoAsstYn"" name=""정보자산"" dataType=""text""></w2:column>
                        <w2:column id=""productSeqNo"" name=""Serial"" dataType=""text""></w2:column>
                        <w2:column id=""mngtRespr"" name=""관리담당자"" dataType=""text""></w2:column>
                    </w2:columnInfo>
                </w2:dataList>
####dgRoom####
<w2:dataList baseNode=""list"" repeatNode=""map"" id=""dgRoom"" saveRemovedData=""true"">
                    <w2:columnInfo>
                        <w2:column id=""upCd"" name=""상위코드"" dataType=""text""></w2:column>
                        <w2:column id=""cd"" name=""대표관리코드"" dataType=""text""></w2:column>
                        <w2:column id=""cdNm"" name=""호실"" dataType=""text""></w2:column>
                    </w2:columnInfo>
                </w2:dataList>
####LinkdedDataList####
<w2:linkedDataList bind=""dgRoom"" id=""linkDgRoom"">  
      <w2:condition type=""filter""><![CDATA[upCd == (ref('data:acMstList.setupBldCd') + ref('data:acMstList.setupBldCd'))]]></w2:condition>  
      <w2:condition type=""sort""><![CDATA[]]></w2:condition>  
</w2:linkedDataList>  
첨부사진처럼 건물>층>호실로 linkedDataList를 이용해서 grid 속 select타입의 컬럼을 설정해주고 싶은데
빨간색 부분이 작동하지 않는걸 보니 올바른 사용법이 아닌거같습니다.
함수를 이용해서 저 filter condition의 true, false를 주고싶은데 어떻게 하면 되나요?
LinkedDataList의 setColumeFilter 를 이용하는건가요?? 해봣었는데 잘 구현못한건지...



<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)
","하기의 linkeddatalist 활용예와 같이 ref('data:acMstList.setupBldCd') + ref('data:acMstList.setupBldCd')) 와 같이 결합 형태는 지원되지 않습니다.
결함용 임의의 컬럼을 추가하신후 해당 컬럼에 결합 키 값이 들어가도록 구성하고 해당 컬럼에 대하여 조건식을 걸어 주시는것도 검토 부탁드립니다.

https://inswave.com/confluence/pages/viewpage.action?pageId=9669615",""
73,selectbox에서 ref(datalist.colID)를 이용한 필터 적용 오류2,"<< 개요 >>

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )

selectbox에 linkedDataList 를 바인딩 한 후

dtlCommonCode_ODTY_CODE.setCondition(""filter"", dtlCommonCode_ODTY_CODE.getOption( ""filterCondition"" ) + "" && (USEX_YSNO == '1' || COMD_CODE == ref('data:dtlSA_OPPRXM.ODTY_CODE'))"");

과 같이 필터를 하게 되면..

그리드뷰 내의 selectbox (inputType=select) 는 정상 작동하나,
selectbox 컴포넌트를 추가하여 바인딩하게 되면 필터된 값이 사라지는 문제가 발생합니다.




<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","selectedData=""false"" 사용중이신지 검토 부탁드립니다.
해당 웹스퀘어 xml 소스 첨부하여 주시면 검토에 많은 도움이 될것 같습니다. 

","감사합니다...^^

"
74,linkedDataList 출력 에러 4,"<< 개요 >>

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )
cell별로 readOnly 를 적용해야하는데 문제는 그 cell의 inputType이 select이고, nodeset은 linkedDataList입니다
해당 그리드의 cell값은 조회 시(dataload) linkedDataList를 이용해 제대로 값을 가져옵니다(label값을 잘 나타냄)
하지만 setCellReadOnly를 적용해버리면(true,false무관) 해당 select의 출력형태가 label에서 Value값으로 바뀌어버립니다.


<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)
1. 
dataList 2개 존재
dataListA와 dataListB로 칭하겠습니다
dataListA 에 연결된 grid의 columnA가 select형식으로 위치
dataListB와 bind된 LinkedDataList가 grid의 ColumnB에 select형식으로 위치
LinkedDataList는 columnA의 value값에따라 필터링됨

2.
정상적으로 dataListA, dataListB를 호출하여 select에 정상적으로 들어감(nodeset으로)

3.
grid에 bind된 mainDataList가 호출됨에 따라 columnA와 columnB의 값이 정상적으로 Label형태로 출력됨

4.
조건에 따라 columnB에 속한 cell이 grid.setCellReadOnly(boolean) 로 인해 변경됨

5.
정상적으로 Label형태로 출력되던 columnB가 Value형태로 출력되어버림

6. 스크롤을하거나 해당셀을 클릭하여 selectBox가 dropDown 되면 다시 정상적으로 value값을 출력해버림




","해당버전에서 customFormatter와  setCellReaonly(분홍색 적용)를 적용 예입니다.
테스트 파일 첨부하여 드리오니 확인 부탁드립니다,

해당 현상이 발생하시는 소스가 없어서 정확한 판단이 불가하지만, 해당 소스에서 '조건에 따라 columnB에 속한 cell이 grid.setCellReadOnly(boolean) 로 인해 변경됨' 관련하여 customFormatter를 활용하신 경우 return 을 data로 하신건 아닌지 확인이 필요해보입니다.

","customFormatter는 사용하지않았습니다. 해당부분의 소스를 첨부하겠습니다. 다시한번 회신주시면 감사하겠습니다.

  
        /*
        colInfo 부분이 dataLoad 한후에 return값(boolean)에 따라 setCellReadOnly 해주는 부분입니다. 
        해당소스 참고하실때 dataList 선언부랑 그리드에서 관, 항, 목 column들 속성쪽을 참고하시면 될거같습니다. 
        혹시 더필요하시면 전화주세요
        */

조건에 따라 columnB에 속한 cell이 grid.setCellReadOnly(boolean) 로 인해 변경됨 --> 해당부분에 대한 구현은 하기의 자체 구현 udc에서 작동되는 걸로 보입니다. 위 댓글에서 첨부드린 샘플에서와 같이 setCellReadOnly 를 주어도 원 그리드뷰에서는 해당 현상이 발생하지않고 있습니다.
<w2:udc_gridTop id=""gridMstListTop"" gridId=""gridMstList"" gridType=""ALL"" title=""계정과목목록""></w2:udc_gridTop>  

해당 udc에서의 작동 방식에 대하여 검토를 위해서 해당 udc 파일 첨부해주시면, 해당 기술지원담당자에게 전달드려 검토 진행드리도록 하겠습니다.
첨부 샘플과 같이 원 그리드에 customformatter 를 활용하시는것도 검토부탁드립니다.
 

customformatter 조언감사드립니다. 허나 똑같이 수정은 안되었고, 원인은 다른데에 있었습니다....
여러번의 삽질한 끝에 수정완료하였고 원인은
udc 에서 grid.setReadOnly(""cell"", rowIdx, colId, boolean);
으로 readOnly를 설정하였는데 (setCellReadOnly도 동일함)
rowIdx자리에 ""0"" 와같이 숫자가아닌 String 형식으로 들어갔었을때 저런 문제가 발생하더군요
api 설명을 보니 setReadOnly의 두번째 인자가 Number만 가능하니 안되는게 맞는것 같으나
해당 문서를 비롯한 다른문서들의 linkedDataList컬럼이 readOnly가 적용이됩니다...
작동이 되더라도 warning 메세지를 뿌린다던지 해준다면 더 좋지 않았을까 생각해봅니다!

빠르고 정성담긴 답변 감사드립니다.

"
75,GridView에 동적으로 DataList설정1,"<< 개요 >>
현재 하나의 GridView에 상황에 따라 0개 이상의 데이터셋을 표시하고 싶은데 관련 API가 없는것 같아 문의드립니다.

<< 재현 방법 >>
하나의 GridView를 두고
동일한 column을 가진 dataSet(A, B, C ...)을 생성 후

1번상황일 경우 A의 내용을 표시,
2번상황일 경우 B의 내용을 표시합니다.

해당 dataSet은 동적으로 만들어지며 갯수는 0개 이상입니다.

","
바인딩 dataList를 변경하는 설정은 현재 제공되지 않습니다.
대체방법으로 케이스 별로 특정한 dataList로 설정된 gridView를 생성하실수 있습니다.

하기 자료 참고 부탁드립니다.
https://inswave.com/confluence/pages/viewpage.action?pageId=6031983",""
76,WebSquare.util.multipleDataListDownload 문의3,"<< 개요 >>

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )
WebSquare.util.multipleDataListDownload( options );에 대해 전화문의로 하여 메일로 관련 사항을 받았는데 동작을 못하네요
구동 가능한 xml 예제를 부탁드립니다.

<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","샘플 첨부 드립니다.

","콜솔창에 로그가 하단내용으로 나오고 반응이 없습니다.
그리고 dataListDownloadURL는 어쩌 넣어야 되는지도 가이드 부탁드립니다.

<vector result='2'><data vectorkey='0'><hashtable><data hashkey='style'><w2:dataList xmlns:w2=""http://www.inswave.com/websquare"" id=""dataList1"" baseNode=""list"" saveRemovedData=""true"" repeatNode=""map"">
              <w2:columnInfo>
               <w2:column id=""mf_dataList1_d1_col1"" name=""필드1"" dataType=""text"" col_id=""d1_col1""/>
               <w2:column id=""mf_dataList1_d1_col2"" name=""필드2"" dataType=""text"" col_id=""d1_col2""/>
               <w2:column id=""mf_dataList1_d1_col3"" name=""name3"" dataType=""text"" col_id=""d1_col3""/>
               <w2:column id=""mf_dataList1_d1_col4"" name=""name4"" dataType=""text"" col_id=""d1_col4""/>
               <w2:column id=""mf_dataList1_do1_col5"" name=""name5"" dataType=""text"" col_id=""do1_col5""/>
              </w2:columnInfo>
             </w2:dataList></data><data hashkey='data'><array><![CDATA[[""dataList1_00"",""dataList1_01"",""dataList1_02"",""dataList1_03"",""dataList1_04"",""dataList1_10"",""dataList1_11"",""dataList1_12"",""dataList1_13"",""dataList1_14"",""dataList1_20"",""dataList1_21"",""dataList1_22"",""dataList1_23"",""dataList1_24"",""dataList1_30"",""dataList1_31"",""dataList1_32"",""dataList1_33"",""dataList1_34"",""dataList1_40"",""dataList1_41"",""dataList1_42"",""dataList1_43"",""dataList1_44"",""dataList1_50"",""dataList1_51"",""dataList1_52"",""dataList1_53"",""dataList1_54"",""dataList1_60"",""dataList1_61"",""dataList1_62"",""dataList1_63"",""dataList1_64"",""dataList1_70"",""dataList1_71"",""dataList1_72"",""dataList1_73"",""dataList1_74"",""dataList1_80"",""dataList1_81"",""dataList1_82"",""dataList1_83"",""dataList1_84"",""dataList1_90"",""dataList1_91"",""dataList1_92"",""dataList1_93"",""dataList1_94""]]]></array></data><data hashkey='rowNumVisible' value='false'/><data hashkey='fileName' value='dataList.xlsx'/><data hashkey='sheetName' value='첫번째 sheet'/><data hashkey='multipleSheet' value='true'/><data hashkey='stRowIndex' value='0'/><data hashkey='stColIndex' value='0'/><data hashkey='removeColumns' value=''/><data hashkey='headerColor' value=''/><data hashkey='headerFontName' value=''/><data hashkey='headerFontSize' value=''/><data hashkey='headerFontColor' value=''/><data hashkey='bodyColor' value=''/><data hashkey='bodyFontName' value=''/><data hashkey='bodyFontSize' value=''/><data hashkey='bodyFontColor' value=''/><data hashkey='dataProvider' value=''/><data hashkey='splitProvider' value=''/><data hashkey='providerRequestXml' value=''></data><data hashkey='userDataXml' value=''></data><data hashkey='optionParam' value=''/><data hashkey='useEuroLocale' value='false'/><data hashkey='useHeader' value='true'/><data hashkey='fitToPage' value='false'/><data hashkey='landScape' value='false'/><data hashkey='fitWidth' value='1'/><data hashkey='fitHeight' value='1'/><data hashkey='scale' value='100'/><data hashkey='pageSize' value='A4'/><data hashkey='separator' value=','/><data hashkey='freezePane' value=''/><data hashkey='autoSizeColumn' value='false'/><data hashkey='displayGridlines' value=''/><data hashkey='useDataFormat' value='false'/><data hashkey='rowNumHeaderValue' value=''/><data hashkey='startRowNumber' value='0'/><data hashkey='bodyNumberDefaultValue' value=''/><data hashkey='numberToText' value='false'/><data hashkey='rowHeight' value='-1'/><data hashkey='headerRowHeight' value='-1'/><data hashkey='pwd' value=''/><data hashkey='headerAutoFilter' value='false'/><data hashkey='openFile' value='false'/><data hashkey='macroFileName' value=''/><data hashkey='useMacro' value='false'/><data hashkey='information'><vector result='0'></vector></data></hashtable></data><data vectorkey='1'><hashtable><data hashkey='style'><w2:dataList xmlns:w2=""http://www.inswave.com/websquare"" id=""dataList2"" baseNode=""list"" saveRemovedData=""true"" repeatNode=""map"">
              <w2:columnInfo>
               <w2:column id=""mf_dataList2_d2_col1"" name=""name1"" dataType=""text"" col_id=""d2_col1""/>
               <w2:column id=""mf_dataList2_d2_col2"" name=""name2"" dataType=""text"" col_id=""d2_col2""/>
               <w2:column id=""mf_dataList2_d3_col3"" name=""name3"" dataType=""text"" col_id=""d3_col3""/>
              </w2:columnInfo>
             </w2:dataList></data><data hashkey='data'><array><![CDATA[[""dataList2_00"",""dataList2_01"",""dataList2_02"",""dataList2_10"",""dataList2_11"",""dataList2_12"",""dataList2_20"",""dataList2_21"",""dataList2_22"",""dataList2_30"",""dataList2_31"",""dataList2_32"",""dataList2_40"",""dataList2_41"",""dataList2_42"",""dataList2_50"",""dataList2_51"",""dataList2_52"",""dataList2_60"",""dataList2_61"",""dataList2_62"",""dataList2_70"",""dataList2_71"",""dataList2_72"",""dataList2_80"",""dataList2_81"",""dataList2_82"",""dataList2_90"",""dataList2_91"",""dataList2_92""]]]></array></data><data hashkey='rowNumVisible' value='false'/><data hashkey='fileName' value='dataList.xlsx'/><data hashkey='sheetName' value='두번째 sheet'/><data hashkey='multipleSheet' value='true'/><data hashkey='stRowIndex' value='0'/><data hashkey='stColIndex' value='0'/><data hashkey='removeColumns' value=''/><data hashkey='headerColor' value=''/><data hashkey='headerFontName' value=''/><data hashkey='headerFontSize' value=''/><data hashkey='headerFontColor' value=''/><data hashkey='bodyColor' value=''/><data hashkey='bodyFontName' value=''/><data hashkey='bodyFontSize' value=''/><data hashkey='bodyFontColor' value=''/><data hashkey='dataProvider' value=''/><data hashkey='splitProvider' value=''/><data hashkey='providerRequestXml' value=''></data><data hashkey='userDataXml' value=''></data><data hashkey='optionParam' value=''/><data hashkey='useEuroLocale' value='false'/><data hashkey='useHeader' value='true'/><data hashkey='fitToPage' value='false'/><data hashkey='landScape' value='false'/><data hashkey='fitWidth' value='1'/><data hashkey='fitHeight' value='1'/><data hashkey='scale' value='100'/><data hashkey='pageSize' value='A4'/><data hashkey='separator' value=','/><data hashkey='freezePane' value=''/><data hashkey='autoSizeColumn' value='false'/><data hashkey='displayGridlines' value=''/><data hashkey='useDataFormat' value='false'/><data hashkey='rowNumHeaderValue' value=''/><data hashkey='startRowNumber' value='0'/><data hashkey='bodyNumberDefaultValue' value=''/><data hashkey='numberToText' value='false'/><data hashkey='rowHeight' value='-1'/><data hashkey='headerRowHeight' value='-1'/><data hashkey='pwd' value=''/><data hashkey='headerAutoFilter' value='false'/><data hashkey='openFile' value='false'/><data hashkey='macroFileName' value=''/><data hashkey='useMacro' value='false'/><data hashkey='information'><vector result='0'></vector></data></hashtable></data></vector>

"
77,datalist.getModifiedJSON( options ) 문의드립니다.1,"<< 개요 >>

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )
datalist.getModifiedJSON을 사용할 시 변경된 항목을 가져온다고는 알고있는데 변경된 행에서 공백이나 null값을 제외하고 가져오는 옵션이 있는지 확인하고싶습니다.


<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","해당 옵션은 제공되지 않습니다.

",""
78,"API 문서에 누락되어있는 함수(DataList.getColSum, DataList.getColAvg등)에 대해 문의 드립니다.","<< 개요 >>
DataList의 함수들 중에 WebSquare API문서에 누락되어 있는 함수가 몇가지 있습니다.
테스트를 해보니 정상 동작 하는걸로 보이고 이미 사용중인 개발자분도 계신데,
API문서에는 왜 누락되어 있는지, 사용해도 되는지 문의 드립니다.


<< 재현 방법 >>

DataList.getColAvg()
DataList.getColCnt()
DataList.getColMax()
DataList.getColMin()
DataList.getColSum()



","해당 API는 웹스퀘어 엔진 내부에서 사용하는 API로,
공개되지 않은 API 사용은 권장드리지 않습니다.

",""
79,"input ref 로 datalist 연결했을때, datalist ColumnFilter 이벤트 문의1","<< 개요 >>

1.  input 의 ref 속성에 ""data:dtlTM_USERXM.USER_IDXX""  데이타리스트 연결한 상태에서

해당 데이타리스트의 로우가 0일 때 input 의 입력을 불가능하게 리드온리, 디스어블 처리 할 수 있는지 문의.

2. 데이타리스트 이벤트 중에 
onbeforecolumnfilterchange
onaftercolumnfilterchange

2개가 있는데,

데이타리스트.setColumnFilter()를 호출해도 이벤트 반응이 없는데, 해당 이벤트가 언제 호출되는 건지 문의드립니다.

<< 재현 방법 >>

컬럼필터 체인지 이벤트 호출 테스트 한 코드 입니다.
데이터 1줄 있는 상태에서 필터로 1줄 0줄 토글로 반복하는 형태입니다.

                <w2:dataList id=""dtlTM_USERXM"" baseNode="""" style="""" saveRemovedData=""true"" repeatNode="""" valueAttribute=""""
                    ev:onaftercolumnfilterchange=""scwin.dtlTM_USERXM_onaftercolumnfilterchange"" 
                    ev:onbeforecolumnfilterchange=""scwin.dtlTM_USERXM_onbeforecolumnfilterchange"">
                    <w2:columnInfo>
                        <w2:column id=""USDN_CODE"" name=""사용자구분코드"" dataType=""text""></w2:column>
                        <w2:column id=""USER_IDXX"" name=""사용자ID"" dataType=""text""></w2:column>
                    </w2:columnInfo>
                    <w2:data>
                        <w2:row>
                            <USER_IDXX><![CDATA[asm]]></USER_IDXX>
                        </w2:row>
                    </w2:data>
                </w2:dataList>

    scwin.dtlTM_USERXM_onbeforecolumnfilterchange = function() {
        console.log(""beforecolumnfilterchange:"" + dtlTM_USERXM.getRowCount());
    };
        
    scwin.dtlTM_USERXM_onaftercolumnfilterchange = function() {
        console.log(""aftercolumnfilterchange:"" + dtlTM_USERXM.getRowCount());
    };


    var bIs =true;
    
    scwin.optInformation_onclick = function(e) {
    
        dtlTM_USERXM.clearFilter();
        dtlTM_USERXM.removeColumnFilterAll();
        
        if(bIs=!bIs) {
            dtlTM_USERXM.setColumnFilter( ""USDN_CODE"", ""xxx"", ""and"" );
        } else {
            dtlTM_USERXM.setColumnFilter( ""USER_IDXX"", ""asm"", ""and"" );
        }
    };

","1.  input 의 ref 속성에 ""data:dtlTM_USERXM.USER_IDXX""  데이타리스트 연결한 상태에서
해당 데이타리스트의 로우가 0일 때 input 의 입력을 불가능하게 리드온리, 디스어블 처리 할 수 있는지 문의.
-->해당경우에 setReadOnly/setDisabled 로 처리 가능합니다.

2.onbeforecolumnfilterchange
onaftercolumnfilterchange

해당 이벤트는 api에 의해 변경될때 발생되지 않고, 사용자에 동작에 의해서 필터가 변경될때 발생되는 이벤트 입니다.
해당 내용은 api 에 보강될 예정입니다.

예시)하기와 같이 그리드뷰에 useFilterList=""true"", 컬럼에 useFilter=""true"" 을 준상태에서 사용자가 필터를 변경할때 
<w2:gridView dataList=""dataList1"" fixedColumnWithHidden=""true"" id=""gridView2"" ignoreCellClick=""false"" ignoreToggleOnDisabled=""false""
    scrollByColumn=""false"" scrollByColumnAdaptive=""false"" style=""position: relative;width: 500px;height: 150px;"" summaryAuto=""false""
    useShiftKey=""true"" useFilterList=""true"">
    <w2:header id=""header1"" style="""">
    <w2:row id=""row1"" style="""">
    <w2:column blockSelect=""false"" displayMode=""label"" id=""column9"" inputType=""text"" style=""height:20px"" useFilter=""true""
    value=""name1"" width=""91"">
    </w2:column>

",""
80,한개의 gridView에 여러개의 DataList를 적용 할 수 있나요?2,"<< 개요 >>

한개의 GridView에서 pageList 를 적용 하니 footer에서 전체 데이터 건수를 보고 싶은데 pageList에 보인 수만큼 카운트를 합니다.
pageList에 적용된 부분은 나두고 다른 dataList를 불러오거나 다른 방법이 없을까요?




<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","gridView의 setFooterValue를 이용해서, 원하시는 값을 설정하실수 있습니다.
  setFooterValue( footerId , data )
footer의 inputType이 text인 경우만 적용되며 data의 값을 footer에 설정한다.
name type required description
footerId String||Number Y footer의 id 또는 index
data String Y footer에 넣을 값

","감사합니다. 해결되었습니다.

"
81,"LinkedDataList 를 SelectBox에 NodeSet에 넣어 사용할때, &&와||가 동시에 컨디션에 넣을시. 오류","<< 개요 >>

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )
LinkedDataList 기능을 사용하여 SelectBox 의 NodeSet 을 바인딩 후 사용중입니다.

LinkedDataList 컨디션의 필터는 
((조건a)&&((조건b)||(조건c))) 로 걸었습니다.

selectBox 의 ref는 DataMap을 걸었습니다.

조건 a, b , c. 전부 데이터 컬랙션에는 문제없이 들어갔으나
조건 a, b까진 동작에 문제가 없습니다 그러나
조건c로인해 추가된 item을 화면에서 선택 시 강제로 제일 처음으로 돌아가는 버그가 있습니다.

체인지 이벤트 등은 전혀 걸린게 없으며 확인을 위해 위 SelectBox의 onviewChange 이벤트로 info를 console에 넣어 확인해보니, newSelectedIndex 가 0 으로 나옵니다. (3을클릭했으나 0으로 강제로 이동되며 index 0이됨)


<< 재현 방법 >>

개요 참고


","해당 버전에서 테스트 한 결과 linkeddatalist 필터 조건이 영향을 미치는것 같지는 않습니다.
전달해주신 개요만으로는 해당 현상이 발생하지 않습니다.

추가로 selectBox 의 ref를 제거후 동일 현상이신지 확인 부탁드립니다.

",""
82,dataList 를 서버로 전송할때 변경된 데이터만 전송하는 방법이 있나요?4,"<< 개요 >>

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )

요즘 질문이 잦아서 죄송합니다.
버전을 5점대로 올리고나서 새로운 공통모듈을 작성중이라서 효율적인 코드작성을 하려고 하니 양해부탁드립니다. 

dataList를 서버로 전송하여 저장하려고 하는데요.
변경되지않은 데이터까지 모두 전송하는것이 비효율적인지라, 추가/수정/삭제, 즉 변경된 데이터(row)들만 전송하고 싶습니다.
저장시 변경된 데이터들만 따로 추려내서 추려된 데이터셋을 전송하는방법외에 다른방법이 있다면 알려주세요.


<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","","위주소로 접속시 로그인페이지가 뜹니다. 다시 한번 확인부탁드립니다.

이제 정상적으로 보이네요. 감사합니다. 제가 원하던 내용이었습니다.

"
